Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Assembly	Genus_source
OL774875.1	Viruses	Uroviricota	Caudoviricetes					Streptococcus phage MissE2	GCA_021864395	Streptococcus
OL774877.1	Viruses	Uroviricota	Caudoviricetes					Streptococcus phage MissG1	GCA_021864405	Streptococcus
OL774873.1	Viruses	Uroviricota	Caudoviricetes					Streptococcus phage MissD	GCA_021864375	Streptococcus
OL774868.1	Viruses	Uroviricota	Caudoviricetes					Streptococcus phage OlisA1	GCA_021864425	Streptococcus
OL774870.1	Viruses	Uroviricota	Caudoviricetes					Streptococcus phage OlisA3	GCA_021864445	Streptococcus
OL774869.1	Viruses	Uroviricota	Caudoviricetes					Streptococcus phage OlisA2	GCA_021864435	Streptococcus
KF623293.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage SHOU24	GCA_000915795	Vibrio
OM046622.1	Viruses	Uroviricota	Caudoviricetes					Yersinia phage vB_YenM_06.16-1	GCA_022604785	Yersinia
OM046623.1	Viruses	Uroviricota	Caudoviricetes					Yersinia phage vB_YenM_21.09	GCA_022604815	Yersinia
OM046625.1	Viruses	Uroviricota	Caudoviricetes					Yersinia phage vB_YenM_210.17	GCA_022604825	Yersinia
OM046621.1	Viruses	Uroviricota	Caudoviricetes					Yersinia phage vB_YenM_29.18	GCA_022604835	Yersinia
OM046629.1	Viruses	Uroviricota	Caudoviricetes					Yersinia phage vB_YenM_30.14	GCA_022604845	Yersinia
OM319461.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage C-ZP2022	GCA_022350675	Vibrio
OL964756.1	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage pAEv1810	GCA_021497835	Aeromonas
OL964755.1	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage pAEv1818	GCA_021497855	Aeromonas
OM293950.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN1	GCA_028728085	Bordetella
OM293951.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN2	GCA_028728095	Bordetella
OM293952.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN3	GCA_028728105	Bordetella
OM293953.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN4	GCA_028728115	Bordetella
OM293954.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN5	GCA_028728125	Bordetella
OM293955.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN6	GCA_028728135	Bordetella
OM293956.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN7	GCA_028728145	Bordetella
OM293957.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN8	GCA_028728155	Bordetella
OM293958.1	Viruses	Uroviricota	Caudoviricetes					Bordetella phage vB_BaM-IFTN9	GCA_028728165	Bordetella
OM287554.1	Viruses	Uroviricota	Caudoviricetes					Alteromonas phage vB_AmaS-R9Y1	GCA_022401965	Alteromonas
OM135608.1	Viruses	Uroviricota	Caudoviricetes					Serratia phage vB_SmaS_Bonzee	GCA_022213595	Serratia
KF188409.1	Viruses	Uroviricota	Caudoviricetes					Lactobacillus phage phiJB	GCA_000913855	Lactobacillus
OM236516.1	Viruses	Uroviricota	Caudoviricetes					Bacillus phage FADO	GCA_022818225	Bacillus
OL963731.1	Viruses	Uroviricota	Caudoviricetes					Citromicrobium phage vB_CbaS-RXM	GCA_021497915	Citromicrobium
OM033133.1	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage phiA005	GCA_022401845	Aeromonas
OM236515.1	Viruses	Uroviricota	Caudoviricetes					Bacillus phage SPR	GCA_022818215	Bacillus
OM418631.1	Viruses	Uroviricota	Caudoviricetes					Pseudomonas phage UFJF_PfDIW6	GCA_022818385	Pseudomonas
OM634661.1	Viruses	Uroviricota	Caudoviricetes					Bacillus phage vB_BauM_KLEB27-3	GCA_022818405	Bacillus
OM732337.1	Viruses	Uroviricota	Caudoviricetes					Alteromonas phage vB_AmaS-R9Y3	GCA_022604935	Alteromonas
OM732336.1	Viruses	Uroviricota	Caudoviricetes					Alteromonas phage vB_AmaS-R9Y2	GCA_022604925	Alteromonas
OM638088.1	Viruses	Uroviricota	Caudoviricetes					Stenotrophomonas phage CUB19	GCA_025204305	Stenotrophomonas
OM519319.1	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage P5	GCA_022694575	Aeromonas
OM818327.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Santhid	GCA_022984175	Gordonia
OM818328.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Switzerland	GCA_022984325	Gordonia
OM654374.1	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage vB_AveS_KLEA5	GCA_022818435	Aeromonas
OM654375.1	Viruses	Uroviricota	Caudoviricetes					Pseudomonas phage vB_PcuM_ KLEP17-4	GCA_022818445	Pseudomonas
OM654376.2	Viruses	Uroviricota	Caudoviricetes					Paracoccus phage vB_PmaP_KLEP18-1	GCA_022818455	Paracoccus
OM654377.1	Viruses	Uroviricota	Caudoviricetes					Pseudaeromonas phage vB_PpeM_ KLEP7	GCA_022818465	Pseudaeromonas
OM654378.1	Viruses	Uroviricota	Caudoviricetes					Pararheinheimera phage vB_PsoM_KLER1-1	GCA_022818475	Pararheinheimera
OM654379.1	Viruses	Uroviricota	Caudoviricetes					Bacillus phage vB_BauS_KLEB27-1	GCA_022818485	Bacillus
OM373202.1	Viruses	Uroviricota	Caudoviricetes					Cylindrospermopsis phage Cr-LKS3	GCA_022213575	Cylindrospermopsis
OM621816.1	Viruses	Uroviricota	Caudoviricetes					Edwardsiella phage vB_EpM_ZHS	GCA_022604875	Edwardsiella
OM810292.1	Viruses	Uroviricota	Caudoviricetes					Aeromonas phage ZPAH34	GCA_023078885	Aeromonas
OM386661.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae		Escherichia phage vB_EcoM_ESCO45	GCA_023324005	Escherichia
OM386665.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae		Escherichia phage vB_EcoM_ESCO56	GCA_023324125	Escherichia
ON146294.1	Viruses	Uroviricota	Caudoviricetes					Stenotrophomonas phage B2	GCA_023617295	Stenotrophomonas
OM837731.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage vB_Vp_PvVp04_M	GCA_022984235	Vibrio
ON087563.1	Viruses	Uroviricota	Caudoviricetes			Guernseyvirinae		Serratia phage vB_SmaM-Otaku	GCA_023273995	Serratia
ON015836.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage Vpas_PP24	GCA_025245195	Vibrio
ON108643.1	Viruses	Uroviricota	Caudoviricetes					Mycobacterium phage Leopard	GCA_023078945	Mycobacterium
ON108645.1	Viruses	Uroviricota	Caudoviricetes					Mycobacterium phage NoShow	GCA_023078955	Mycobacterium
ON108651.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Wrigley	GCA_023078985	Gordonia
OM818331.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage BruhMoment	GCA_022984315	Arthrobacter
OM818330.1	Viruses	Uroviricota	Caudoviricetes					Mycobacterium phage Hyperbowlee	GCA_022984335	Mycobacterium
ON014753.1	Viruses	Uroviricota	Caudoviricetes					Pseudanabaena phage Pam1	GCA_026108095	Pseudanabaena
ON014754.1	Viruses	Uroviricota	Caudoviricetes					Pseudanabaena phage Pam2	GCA_026108105	Pseudanabaena
ON014755.1	Viruses	Uroviricota	Caudoviricetes					Pseudanabaena phage Pam3	GCA_026108115	Pseudanabaena
ON014756.1	Viruses	Uroviricota	Caudoviricetes					Pseudanabaena phage Pam4	GCA_026108125	Pseudanabaena
ON014757.1	Viruses	Uroviricota	Caudoviricetes					Pseudanabaena phage Pam5	GCA_026108135	Pseudanabaena
ON189042.1	Viruses	Uroviricota	Caudoviricetes					Xanthomonas phage Langgrundblatt1	GCA_023547275	Xanthomonas
ON189043.1	Viruses	Uroviricota	Caudoviricetes					Xanthomonas phage Langgrundblatt2	GCA_023547285	Xanthomonas
ON189044.1	Viruses	Uroviricota	Caudoviricetes					Xanthomonas phage Pfeifenkraut	GCA_023547335	Xanthomonas
OM913586.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Zeina	GCA_023523485	Arthrobacter
ON210835.1	Viruses	Uroviricota	Caudoviricetes					Bacillus phage 268TH002	GCA_023682435	Bacillus
ON210834.1	Viruses	Uroviricota	Caudoviricetes					Bacillus phage 268TH007	GCA_023682445	Bacillus
ON456347.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Finkle	GCA_024371405	Gordonia
ON191531.1	Viruses	Uroviricota	Caudoviricetes					Rhodococcus phage Mbo2	GCA_023617325	Rhodococcus
ON191532.1	Viruses	Uroviricota	Caudoviricetes					Rhodococcus phage Mbo4	GCA_023617335	Rhodococcus
ON366410.1	Viruses	Uroviricota	Caudoviricetes			Gutmannvirinae		Bacillus phage vB_BceS_LY1	GCA_028674665	Bacillus
ON287368.1	Viruses	Uroviricota	Caudoviricetes					Serratia phage vB_SmaM-ChibiTotoro	GCA_023523985	Serratia
ON287369.1	Viruses	Uroviricota	Caudoviricetes			Vequintavirinae		Serratia phage vB_SmaM-ChuuTotoro	GCA_023590925	Serratia
ON287374.1	Viruses	Uroviricota	Caudoviricetes			Vequintavirinae		Serratia phage vB_SmaM-Kashira	GCA_023590945	Serratia
ON287371.1	Viruses	Uroviricota	Caudoviricetes					Serratia phage vB_SmaM-Susuwatari	GCA_023590955	Serratia
ON381767.1	Viruses	Uroviricota	Caudoviricetes					Curtobacterium phage Ayka	GCA_023617395	Curtobacterium
ON416862.2	Viruses	Uroviricota	Caudoviricetes					Escherichia phage ASU11	GCA_023700165	Escherichia
ON325435.2	Viruses	Uroviricota	Caudoviricetes					Staphylococcus phage CUB-EPI_14	GCA_023617435	Staphylococcus
ON260822.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Basilisk	GCA_023661435	Arthrobacter
ON260830.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage WinkNick	GCA_023661465	Gordonia
ON260827.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage DustyDino	GCA_023661485	Microbacterium
ON392166.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Cole	GCA_023590965	Arthrobacter
ON602746.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS10a	GCA_025085485	Klebsiella
ON602745.1	Viruses	Uroviricota	Caudoviricetes			Guernseyvirinae		Klebsiella phage VLCpiS11a	GCA_025085495	Klebsiella
ON602738.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS13a	GCA_025085545	Klebsiella
ON602744.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS13b	GCA_025085575	Klebsiella
ON602737.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS13c	GCA_025085605	Klebsiella
ON602760.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS13d	GCA_025085635	Klebsiella
ON602759.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS13e	GCA_025085645	Klebsiella
ON602730.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS13f	GCA_025085715	Klebsiella
ON526969.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage Cassita	GCA_023897665	Microbacterium
ON602747.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS8a	GCA_025085735	Klebsiella
ON602734.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS8c	GCA_025085745	Klebsiella
ON602731.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage VLCpiS6a	GCA_025085725	Klebsiella
ON470586.1	Viruses	Uroviricota	Caudoviricetes					Escherichia phage vB_EcoS-611R1	GCA_023547475	Escherichia
ON526975.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Camerico	GCA_023897835	Gordonia
ON550478.1	Viruses	Uroviricota	Caudoviricetes					Staphylococcus phage Sazerac	GCA_023980745	Staphylococcus
ON456355.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Oregano	GCA_024371565	Gordonia
ON529865.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BpoS-StAshley	GCA_024234495	Brevundimonas
ON464759.1	Viruses	Uroviricota	Caudoviricetes					Fusobacterium phage JD-Fnp1	GCA_023897715	Fusobacterium
ON529861.1	Viruses	Uroviricota	Caudoviricetes					Luteibacter phage vB_LflM-Pluto	GCA_024023315	Luteibacter
ON464760.1	Viruses	Uroviricota	Caudoviricetes					Fusobacterium phage JD-Fnp2	GCA_023897725	Fusobacterium
ON464761.1	Viruses	Uroviricota	Caudoviricetes					Fusobacterium phage JD-Fnp3	GCA_023897735	Fusobacterium
ON464764.1	Viruses	Uroviricota	Caudoviricetes					Fusobacterium phage JD-Fnp4	GCA_023897745	Fusobacterium
ON464762.1	Viruses	Uroviricota	Caudoviricetes					Fusobacterium phage JD-Fnp5	GCA_023897755	Fusobacterium
ON529858.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BgoS-Bajun	GCA_024234285	Brevundimonas
ON529850.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BpoS-Gurke	GCA_024234385	Brevundimonas
ON529852.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BpoS-Kabachok	GCA_024023235	Brevundimonas
ON529866.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BpoS-MaInes	GCA_024234415	Brevundimonas
ON529859.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BgoS-BabaJaga	GCA_024023195	Brevundimonas
ON529864.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BgoS-Fanboy	GCA_024023205	Brevundimonas
ON529853.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BpoS-Bambus	GCA_024234315	Brevundimonas
ON529867.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BpoS-Strzyga	GCA_024023295	Brevundimonas
ON529855.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BpoS-Domovoi	GCA_024023225	Brevundimonas
ON529857.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BpoS-Kikimora	GCA_024023245	Brevundimonas
ON529856.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BpoS-Leszy	GCA_024023255	Brevundimonas
ON529851.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BpoS-Marchewka	GCA_024234425	Brevundimonas
ON529860.1	Viruses	Uroviricota	Caudoviricetes			Dolichocephalovirinae		Brevundimonas phage vB_BpoS-Papperlapapp	GCA_024023265	Brevundimonas
ON529863.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BpoS-Polewnik	GCA_024023275	Brevundimonas
ON529862.1	Viruses	Uroviricota	Caudoviricetes					Brevundimonas phage vB_BpoS-Poludnitsa	GCA_024023285	Brevundimonas
ON755180.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Aoka	GCA_024752585	Arthrobacter
ON645340.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage Fransoyer	GCA_024606015	Microbacterium
ON637770.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage Big4	GCA_023682455	Microbacterium
ON724010.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage PineapplePizza	GCA_024752655	Microbacterium
ON721384.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage EMB1	GCA_024112675	Bacteroides
ON721385.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage EMB2	GCA_024112685	Bacteroides
ON857931.1	Viruses	Uroviricota	Caudoviricetes					Pseudomonas phage vB_PaeP_FBPa19	GCA_024830845	Pseudomonas
ON645346.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Zucker	GCA_024606055	Arthrobacter
ON724017.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Gorpy	GCA_024752705	Arthrobacter
ON714422.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage vB_VnaS-L3	GCA_024381205	Vibrio
ON853583.1	Viruses	Uroviricota	Caudoviricetes					Serratia phage MQ-4	GCA_024206035	Serratia
ON854455.1	Viruses	Uroviricota	Caudoviricetes					Halomonas phage YPHTV-1	GCA_024606065	Halomonas
ON602766.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage vB_Kp3	GCA_025083995	Klebsiella
ON970564.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage GantcherGoblin	GCA_024825095	Arthrobacter
ON970604.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage TaylorSipht	GCA_024825245	Arthrobacter
ON970608.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Uzumaki	GCA_024825255	Arthrobacter
ON970598.1	Viruses	Uroviricota	Caudoviricetes					Arthrobacter phage Sakai	GCA_024827625	Arthrobacter
ON970578.1	Viruses	Uroviricota	Caudoviricetes					Gordonia phage Aleemily	GCA_024827635	Gordonia
ON970603.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage Yuma	GCA_024825275	Microbacterium
ON970592.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage Gingerbug	GCA_024827845	Microbacterium
ON922990.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage VPMCC14	GCA_025630375	Vibrio
OP009272.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcKai	GCA_024706055	Rhodobacter
OP009274.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcKickapoo	GCA_024706075	Rhodobacter
OP009275.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcKvothe	GCA_024706085	Rhodobacter
OP009278.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcMamaDuck	GCA_024706115	Rhodobacter
OP009280.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcMeacham	GCA_024706135	Rhodobacter
OP172641.1	Viruses	Uroviricota	Caudoviricetes					Bifidobacterium phage BA720P3	GCA_027572825	Bifidobacterium
OP172642.1	Viruses	Uroviricota	Caudoviricetes					Bifidobacterium phage BA746P1	GCA_027572835	Bifidobacterium
OP172658.1	Viruses	Uroviricota	Caudoviricetes					Bifidobacterium phage BD811P1	GCA_027572845	Bifidobacterium
OP172659.1	Viruses	Uroviricota	Caudoviricetes					Bifidobacterium phage BD811P2	GCA_027572855	Bifidobacterium
OP172660.1	Viruses	Uroviricota	Caudoviricetes					Bifidobacterium phage BD811P3	GCA_027572865	Bifidobacterium
OP066531.2	Viruses	Uroviricota	Caudoviricetes					Bacillus phage B13	GCA_024707935	Bacillus
OP172657.1	Viruses	Uroviricota	Caudoviricetes					OM05-12 phage BD166P1	GCA_027573545	OM05-12
OP172652.1	Viruses	Uroviricota	Caudoviricetes					Phocaeicola phage BD26P1	GCA_027573775	Phocaeicola
OP172653.1	Viruses	Uroviricota	Caudoviricetes					Phocaeicola phage BD26P2	GCA_027573785	Phocaeicola
OP172656.1	Viruses	Uroviricota	Caudoviricetes					Phocaeicola phage BD26P5	GCA_027573815	Phocaeicola
OP068333.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage Pavlo	GCA_024760745	Microbacterium
OP079919.1	Viruses	Uroviricota	Caudoviricetes					Klebsiella phage KPN8	GCA_024750425	Klebsiella
OP068343.1	Viruses	Uroviricota	Caudoviricetes					Microbacterium phage Cece	GCA_024760865	Microbacterium
OP009281.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcMenchie	GCA_024706145	Rhodobacter
OP009285.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcRudolph	GCA_024706185	Rhodobacter
OP009286.1	Viruses	Uroviricota	Caudoviricetes					Rhodobacter phage RcSwan	GCA_024706195	Rhodobacter
OP172640.1	Viruses	Uroviricota	Caudoviricetes					Alistipes phage AS73P1	GCA_027572025	Alistipes
OP172635.1	Viruses	Uroviricota	Caudoviricetes					Anaerostipes phage AC844P1	GCA_027572055	Anaerostipes
OP172636.1	Viruses	Uroviricota	Caudoviricetes					Anaerostipes phage AC844P2	GCA_027572065	Anaerostipes
OP172637.1	Viruses	Uroviricota	Caudoviricetes					Anaerostipes phage AC844P3	GCA_027572075	Anaerostipes
OP172643.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC422P2	GCA_027572085	Bacteroides
OP172645.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC669P2	GCA_027572105	Bacteroides
OP172646.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC669P3	GCA_027572115	Bacteroides
OP172647.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC679P1	GCA_027572125	Bacteroides
OP172648.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC679P2	GCA_027572135	Bacteroides
OP131297.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-3 EXVC103P	GCA_025204195	Pelagibacter
OP131301.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-4 EXVC104P	GCA_025204205	Pelagibacter
OP131293.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-5 EXVC105P	GCA_025204215	Pelagibacter
OP131294.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-6 EXVC106P	GCA_025204225	Pelagibacter
OP172649.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC679P3	GCA_027572145	Bacteroides
OP172651.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC679P5	GCA_027572165	Bacteroides
OP131295.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-10 EXVC110P	GCA_025204265	Pelagibacter
OP172650.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BC679P4	GCA_027572155	Bacteroides
OP172663.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BF10P2	GCA_027572205	Bacteroides
OP172662.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BF10P1	GCA_027572195	Bacteroides
OP172661.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BF8P1	GCA_027572185	Bacteroides
OP131296.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-8 EXVC108P	GCA_025204245	Pelagibacter
OP131300.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-7 EXVC107P	GCA_025204235	Pelagibacter
OP131298.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-11 EXVC111P	GCA_025204275	Pelagibacter
OP131302.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-1 EXVC101P	GCA_025204175	Pelagibacter
OP131299.1	Viruses	Uroviricota	Caudoviricetes					Pelagibacter phage Skadi-2 EXVC102P	GCA_025204185	Pelagibacter
OP172680.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BK649P1	GCA_027572485	Bacteroides
OP172698.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BO668P1	GCA_027572495	Bacteroides
OP172699.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BO668P2	GCA_027572505	Bacteroides
KF114876.1	Viruses	Uroviricota	Caudoviricetes					Leptospira phage vB_LalZ_80412-LE1	GCA_002603645	Leptospira
OP172707.1	Viruses	Uroviricota	Caudoviricetes					Bacteroides phage BS162P3	GCA_027572525	Bacteroides
